words,sen_len,tree_depth,top_const,tense,subjnum,objnum
answer,2,7,2,2,1,1
her,2,7,2,2,1,1
letters.,2,7,2,2,1,1
He,1,6,2,2,1,1
waves,1,6,2,2,1,1
her,1,6,2,2,1,1
in,1,6,2,2,1,1
â€“,1,6,2,2,1,1
on,1,6,2,2,1,1
a,1,6,2,2,1,1
reflex.,1,6,2,2,1,1
What,1,7,2,2,1,1
Clara,1,7,2,2,1,1
notices,1,7,2,2,1,1
his,1,7,2,2,1,1
weight,1,7,2,2,1,1
and,1,7,2,2,1,1
sad,1,7,2,2,1,1
eyes.,1,7,2,2,1,1
The,1,7,1,2,1,1
room,1,7,1,2,1,1
is,1,7,1,2,1,1
padded,1,7,1,2,1,1
with,1,7,1,2,1,1
sound,1,7,1,2,1,1
insulation.,1,7,1,2,1,1
I,1,7,2,2,1,1
know,1,7,2,2,1,1
about,1,7,2,2,1,1
"Margaret,",1,7,2,2,1,1
she,1,7,2,2,1,1
whispers.,1,7,2,2,1,1
She's,3,5,1,2,1,1
missing.,3,5,1,2,1,1
The,3,5,1,2,1,1
chair,3,5,1,2,1,1
is,3,5,1,2,1,1
uncomfortable.,3,5,1,2,1,1
"No,",2,7,2,2,1,1
he,2,7,2,2,1,1
"says,",2,7,2,2,1,1
in,2,7,2,2,1,1
the,2,7,2,2,1,1
detached,2,7,2,2,1,1
voice,2,7,2,2,1,1
of,2,7,2,2,1,1
a,2,7,2,2,1,1
therapist.,2,7,2,2,1,1
Margaret,3,5,1,2,1,1
is,3,5,1,2,1,1
not,3,5,1,2,1,1
missing.,3,5,1,2,1,1
Margaret,3,5,1,2,1,1
is,3,5,1,2,1,1
dead.,3,5,1,2,1,1
His,1,6,1,2,1,1
hands,1,6,1,2,1,1
flex,1,6,1,2,1,1
an,1,6,1,2,1,1
anger,1,6,1,2,1,1
management,1,6,1,2,1,1
foam,1,6,1,2,1,1
tube.,1,6,1,2,1,1
When,2,7,2,2,1,1
Clara,2,7,2,2,1,1
starts,2,7,2,2,1,1
"crying,",2,7,2,2,1,1
there's,2,7,2,2,1,1
no,2,7,2,2,1,1
end,2,7,2,2,1,1
to,2,7,2,2,1,1
the,2,7,2,2,1,1
tears.,2,7,2,2,1,1
He,1,7,2,2,1,1
wants,1,7,2,2,1,1
her,1,7,2,2,1,1
to,1,7,2,2,1,1
stay,1,7,2,2,1,1
but,1,7,2,2,1,1
she,1,7,2,2,1,1
apologizesâ€¦,1,7,2,2,1,1
Laterâ€¦,2,7,2,2,1,1
she,2,7,2,2,1,1
saysâ€¦,2,7,2,2,1,1
I'm,2,7,2,2,1,1
so,2,7,2,2,1,1
sorryâ€¦Let,2,7,2,2,1,1
me,2,7,2,2,1,1
gather,2,7,2,2,1,1
myself.,2,7,2,2,1,1
Clara,2,7,1,2,1,1
scrambles,2,7,1,2,1,1
in,2,7,1,2,1,1
her,2,7,1,2,1,1
purse,2,7,1,2,1,1
for,2,7,1,2,1,1
a,2,7,1,2,1,1
blank,2,7,1,2,1,1
piece,2,7,1,2,1,1
of,2,7,1,2,1,1
paper.,2,7,1,2,1,1
I,1,6,1,2,1,1
remember,1,6,1,2,1,1
your,1,6,1,2,1,1
"cell,",1,6,1,2,1,1
he,1,6,1,2,1,1
says.,1,6,1,2,1,1
The,2,7,2,2,1,1
sound,2,7,2,2,1,1
proof,2,7,2,2,1,1
room,2,7,2,2,1,1
is,2,7,2,2,1,1
so,2,7,2,2,1,1
incredibly,2,7,2,2,1,1
quiet,2,7,2,2,1,1
after,2,7,2,2,1,1
Clara,2,7,2,2,1,1
leaves.,2,7,2,2,1,1
Steven,1,5,1,2,1,1
picks,1,5,1,2,1,1
up,1,5,1,2,1,1
the,1,5,1,2,1,1
anger,1,5,1,2,1,1
management,1,5,1,2,1,1
foam,1,5,1,2,1,1
tubes.,1,5,1,2,1,1
He's,2,7,1,2,2,2
about,2,7,1,2,2,2
to,2,7,1,2,2,2
put,2,7,1,2,2,2
them,2,7,1,2,2,2
away,2,7,1,2,2,2
when,2,7,1,2,2,2
he,2,7,1,2,2,2
smashes,2,7,1,2,2,2
them,2,7,1,2,2,2
into,2,7,1,2,2,2
his,2,7,1,2,2,2
chair.,2,7,1,2,2,2
The,1,7,2,2,1,1
ceiling,1,7,2,2,1,1
in,1,7,2,2,1,1
Sasha's,1,7,2,2,1,1
room,1,7,2,2,1,1
is,1,7,2,2,1,1
finally,1,7,2,2,1,1
fixed.,1,7,2,2,1,1
Steven,1,7,1,2,1,1
sits,1,7,1,2,1,1
in,1,7,1,2,1,1
front,1,7,1,2,1,1
of,1,7,1,2,1,1
his,1,7,1,2,1,1
Scotch.,1,7,1,2,1,1
On,2,7,2,1,1,1
the,2,7,2,1,1,1
TV,2,7,2,1,1,1
the,2,7,2,1,1,1
Middle,2,7,2,1,1,1
"East,",2,7,2,1,1,1
"India,",2,7,2,1,1,1
"Wars,",2,7,2,1,1,1
"Earthquakes,",2,7,2,1,1,1
Crashes.,2,7,2,1,1,1
He,1,6,1,1,1,1
can't,1,6,1,1,1,1
stand,1,6,1,1,1,1
the,1,6,1,1,1,1
news.,1,6,1,1,1,1
He,1,5,1,2,1,1
swallows,1,5,1,2,1,1
a,1,5,1,2,1,1
sleeping,1,5,1,2,1,1
pill.,1,5,1,2,1,1
Why,2,7,2,1,1,1
did,2,7,2,1,1,1
Margaret,2,7,2,1,1,1
go,2,7,2,1,1,1
back,2,7,2,1,1,1
to,2,7,2,1,1,1
work,2,7,2,1,1,1
in,2,7,2,1,1,1
September.,2,7,2,1,1,1
She,1,7,2,1,1,1
didn't,1,7,2,1,1,1
need,1,7,2,1,1,1
to,1,7,2,1,1,1
go,1,7,2,1,1,1
back,1,7,2,1,1,1
to,1,7,2,1,1,1
workâ€¦,1,7,2,1,1,1
Sasha,1,5,1,2,1,1
folds,1,5,1,2,1,1
up,1,5,1,2,1,1
the,1,5,1,2,1,1
pull,1,5,1,2,1,1
out,1,5,1,2,1,1
couch.,1,5,1,2,1,1
Her,2,7,2,2,1,1
voice,2,7,2,2,1,1
sounds,2,7,2,2,1,1
pragmatic,2,7,2,2,1,1
I,2,7,2,2,1,1
gave,2,7,2,2,1,1
Margaret's,2,7,2,2,1,1
toothbrush,2,7,2,2,1,1
for,2,7,2,2,1,1
the,2,7,2,2,1,1
DNA,2,7,2,2,1,1
file,2,7,2,2,1,1
todayâ€¦,2,7,2,2,1,1
Steven,1,6,1,2,1,1
hides,1,6,1,2,1,1
his,1,6,1,2,1,1
face,1,6,1,2,1,1
in,1,6,1,2,1,1
his,1,6,1,2,1,1
hands.,1,6,1,2,1,1
He,1,7,2,2,1,1
only,1,7,2,2,1,1
says,1,7,2,2,1,1
Clara's,1,7,2,2,1,1
in,1,7,2,2,1,1
town.,1,7,2,2,1,1
Sasha,3,5,1,2,1,1
stops.,3,5,1,2,1,1
Not,2,7,2,1,1,1
even,2,7,2,1,1,1
a,2,7,2,1,1,1
month,2,7,2,1,1,1
since,2,7,2,1,1,1
Margaret,2,7,2,1,1,1
"died,",2,7,2,1,1,1
you're,2,7,2,1,1,1
running,2,7,2,1,1,1
into,2,7,2,1,1,1
the,2,7,2,1,1,1
arms,2,7,2,1,1,1
of,2,7,2,1,1,1
ex,2,7,2,1,1,1
girlfriends.,2,7,2,1,1,1
She,1,5,2,2,1,1
waves,1,5,2,2,1,1
her,1,5,2,2,1,1
father,1,5,2,2,1,1
awayâ€¦,1,5,2,2,1,1
Inside,1,5,2,2,1,2
her,1,5,2,2,1,2
"room,",1,5,2,2,1,2
she,1,5,2,2,1,2
tears,1,5,2,2,1,2
down,1,5,2,2,1,2
the,1,5,2,2,1,2
tarps.,1,5,2,2,1,2
"Stops,",3,6,2,2,1,1
out,3,6,2,2,1,1
of,3,6,2,2,1,1
breath.,3,6,2,2,1,1
Looks,1,7,2,2,1,1
at,1,7,2,2,1,1
the,1,7,2,2,1,1
unopened,1,7,2,2,1,1
pile,1,7,2,2,1,1
of,1,7,2,2,1,1
mail.,1,7,2,2,1,1
Happy,3,5,2,1,1,1
twenty,3,5,2,1,1,1
first,3,5,2,1,1,1
Birthday!,3,5,2,1,1,1
says,1,7,2,2,1,1
the,1,7,2,2,1,1
card,1,7,2,2,1,1
posted,1,7,2,2,1,1
in,1,7,2,2,1,1
LA,1,7,2,2,1,1
in,1,7,2,2,1,1
August.,1,7,2,2,1,1
Worlds,2,7,2,1,2,2
within,2,7,2,1,2,2
"worlds,",2,7,2,1,2,2
creatures,2,7,2,1,2,2
of,2,7,2,1,2,2
the,2,7,2,1,2,2
woods,2,7,2,1,2,2
and,2,7,2,1,2,2
of,2,7,2,1,2,2
the,2,7,2,1,2,2
seas.,2,7,2,1,2,2
Let,1,7,2,2,1,1
me,1,7,2,2,1,1
know,1,7,2,2,1,1
how,1,7,2,2,1,1
you,1,7,2,2,1,1
"are,",1,7,2,2,1,1
Clara's,1,7,2,2,1,1
added.,1,7,2,2,1,1
Sasha,2,7,1,2,1,1
tears,2,7,1,2,1,1
up,2,7,1,2,1,1
the,2,7,1,2,1,1
card,2,7,1,2,1,1
and,2,7,1,2,1,1
tosses,2,7,1,2,1,1
it,2,7,1,2,1,1
into,2,7,1,2,1,1
the,2,7,1,2,1,1
garbage.,2,7,1,2,1,1
At,1,7,2,1,2,2
least,1,7,2,1,2,2
give,1,7,2,1,2,2
us,1,7,2,1,2,2
something,1,7,2,1,2,2
of,1,7,2,1,2,2
his.,1,7,2,1,2,2
Some,1,5,2,2,1,1
"closure,",1,5,2,2,1,1
I,1,5,2,2,1,1
beg,1,5,2,2,1,1
youâ€¦,1,5,2,2,1,1
Gary's,1,7,1,2,1,1
mother,1,7,1,2,1,1
is,1,7,1,2,1,1
crying,1,7,1,2,1,1
on,1,7,1,2,1,1
the,1,7,1,2,1,1
phone.,1,7,1,2,1,1
Clara,2,6,2,1,1,1
in,2,6,2,1,1,1
her,2,6,2,1,1,1
hotel,2,6,2,1,1,1
"room,",2,6,2,1,1,1
curled,2,6,2,1,1,1
up,2,6,2,1,1,1
in,2,6,2,1,1,1
a,2,6,2,1,1,1
ball.,2,6,2,1,1,1
I,1,7,2,2,1,1
don't,1,7,2,2,1,1
have,1,7,2,2,1,1
his,1,7,2,2,1,1
things,1,7,2,2,1,1
anymoreâ€¦,1,7,2,2,1,1
she,1,7,2,2,1,1
says.,1,7,2,2,1,1
Nothing.,3,5,2,1,1,1
You,3,5,1,2,1,1
have,3,5,1,2,1,1
nothing.,3,5,1,2,1,1
I,2,7,2,2,1,1
don't,2,7,2,2,1,1
have,2,7,2,2,1,1
his,2,7,2,2,1,1
"toothbrush,",2,7,2,2,1,1
his,2,7,2,2,1,1
"comb,",2,7,2,2,1,1
anything,2,7,2,2,1,1
to,2,7,2,2,1,1
help,2,7,2,2,1,1
with,2,7,2,2,1,1
the,2,7,2,2,1,1
DNA,2,7,2,2,1,1
trackingâ€¦,2,7,2,2,1,1
She,2,7,1,1,1,1
can,2,7,1,1,1,1
hear,2,7,1,1,1,1
Gary's,2,7,1,1,1,1
father,2,7,1,1,1,1
struggling,2,7,1,1,1,1
for,2,7,1,1,1,1
the,2,7,1,1,1,1
phone.,2,7,1,1,1,1
You,2,7,2,1,1,1
cleaned,2,7,2,1,1,1
him,2,7,2,1,1,1
out,2,7,2,1,1,1
of,2,7,2,1,1,1
your,2,7,2,1,1,1
life,2,7,2,1,1,1
way,2,7,2,1,1,1
too,2,7,2,1,1,1
fastâ€¦,2,7,2,1,1,1
He's,3,6,1,2,1,1
hung,3,6,1,2,1,1
up.,3,6,1,2,1,1
Her,3,5,1,2,1,1
face,3,5,1,2,1,1
burns.,3,5,1,2,1,1
The,2,6,2,2,1,1
phone,2,6,2,2,1,1
rings,2,6,2,2,1,1
right,2,6,2,2,1,1
back,2,6,2,2,1,1
California,2,6,2,2,1,1
is,2,6,2,2,1,1
a,2,6,2,2,1,1
common,2,6,2,2,1,1
law,2,6,2,2,1,1
state;,2,6,2,2,1,1
you're,2,6,2,2,1,1
responsible,2,6,2,2,1,1
forâ€¦,2,6,2,2,1,1
Stop,3,6,1,1,1,1
"it,",3,6,1,1,1,1
mama,3,6,1,1,1,1
Her,1,5,1,2,1,1
heart,1,5,1,2,1,1
beats,1,5,1,2,1,1
so,1,5,1,2,1,1
loud.,1,5,1,2,1,1
I,2,7,2,1,1,1
found,2,7,2,1,1,1
out,2,7,2,1,1,1
something,2,7,2,1,1,1
horrible,2,7,2,1,1,1
"mama,",2,7,2,1,1,1
remember,2,7,2,1,1,1
Sasha,2,7,2,1,1,1
the,2,7,2,1,1,1
little,2,7,2,1,1,1
girl,2,7,2,1,1,1
I,2,7,2,1,1,1
used,2,7,2,1,1,1
to,2,7,2,1,1,1
take,2,7,2,1,1,1
care,2,7,2,1,1,1
of,2,7,2,1,1,1
during,2,7,2,1,1,1
grad,2,7,2,1,1,1
school.,2,7,2,1,1,1
Her,1,6,2,1,1,1
step,1,6,2,1,1,1
mother,1,6,2,1,1,1
also,1,6,2,1,1,1
died,1,6,2,1,1,1
in,1,6,2,1,1,1
the,1,6,2,1,1,1
towers.,1,6,2,1,1,1
Her,1,6,1,2,1,1
mom's,1,6,1,2,1,1
voice,1,6,1,2,1,1
is,1,6,1,2,1,1
like,1,6,1,2,1,1
steel.,1,6,1,2,1,1
Everyone,2,7,2,2,1,1
suffers,2,7,2,2,1,1
in,2,7,2,2,1,1
life;,2,7,2,2,1,1
right,2,7,2,2,1,1
"now,",2,7,2,2,1,1
I,2,7,2,2,1,1
can,2,7,2,2,1,1
only,2,7,2,2,1,1
worry,2,7,2,2,1,1
about,2,7,2,2,1,1
you.,2,7,2,2,1,1
Clara,3,5,1,2,1,1
shakes,3,5,1,2,1,1
her,3,5,1,2,1,1
head.,3,5,1,2,1,1
Words,1,6,2,2,2,2
dry,1,6,2,2,2,2
up,1,6,2,2,2,2
in,1,6,2,2,2,2
her,1,6,2,2,2,2
mouth.,1,6,2,2,2,2
She,3,5,1,2,1,1
hangs,3,5,1,2,1,1
up.,3,5,1,2,1,1
She,2,7,2,2,1,1
takes,2,7,2,2,1,1
her,2,7,2,2,1,1
purse,2,7,2,2,1,1
and,2,7,2,2,1,1
empties,2,7,2,2,1,1
it,2,7,2,2,1,1
Gary's,2,7,2,2,1,1
toddler,2,7,2,2,1,1
Polaroid,2,7,2,2,1,1
"photo,",2,7,2,2,1,1
Margaret's,2,7,2,2,1,1
"flier,",2,7,2,2,1,1
the,2,7,2,2,1,1
pregnancy,2,7,2,2,1,1
test.,2,7,2,2,1,1
She,1,6,1,2,1,1
takes,1,6,1,2,1,1
the,1,6,1,2,1,1
test,1,6,1,2,1,1
in,1,6,1,2,1,1
the,1,6,1,2,1,1
bathroom.,1,6,1,2,1,1
And,3,5,2,2,1,1
braces,3,5,2,2,1,1
herself.,3,5,2,2,1,1
In,1,7,2,2,1,1
front,1,7,2,2,1,1
of,1,7,2,2,1,1
Margaret's,1,7,2,2,1,1
"laptop,",1,7,2,2,1,1
Sasha,1,7,2,2,1,1
hits,1,7,2,2,1,1
Print.,1,7,2,2,1,1
Margaret's,1,6,2,1,1,1
"inbox,",1,6,2,1,1,1
an,1,6,2,1,1,1
endless,1,6,2,1,1,1
scroll,1,6,2,1,1,1
on,1,6,2,1,1,1
the,1,6,2,1,1,1
screen.,1,6,2,1,1,1
Dear,3,5,2,1,1,1
Alexander,3,5,2,1,1,1
I'll,1,7,1,1,1,1
meet,1,7,1,1,1,1
with,1,7,1,1,1,1
my,1,7,1,1,1,1
"colleagues,",1,7,1,1,1,1
on,1,7,1,1,1,1
September,1,7,1,1,1,1
eleventh.,1,7,1,1,1,1
I'll,2,7,1,2,1,1
get,2,7,1,2,1,1
you,2,7,1,2,1,1
your,2,7,1,2,1,1
Pulitzer,2,7,1,2,1,1
"piece,",2,7,1,2,1,1
but,2,7,1,2,1,1
I,2,7,1,2,1,1
"repeat,",2,7,1,2,1,1
you,2,7,1,2,1,1
stay,2,7,1,2,1,1
away,2,7,1,2,1,1
from,2,7,1,2,1,1
my,2,7,1,2,1,1
kid.,2,7,1,2,1,1
Steven's,2,6,1,2,1,1
bottle,2,6,1,2,1,1
of,2,6,1,2,1,1
Scotch,2,6,1,2,1,1
is,2,6,1,2,1,1
almost,2,6,1,2,1,1
empty,2,6,1,2,1,1
beside,2,6,1,2,1,1
Sasha.,2,6,1,2,1,1
She,1,6,2,2,1,1
chugs,1,6,2,2,1,1
one,1,6,2,2,1,1
last,1,6,2,2,1,1
"sip,",1,6,2,2,1,1
then,1,6,2,2,1,1
takes,1,6,2,2,1,1
offâ€¦,1,6,2,2,1,1
She's,1,7,1,2,1,1
surprised,1,7,1,2,1,1
Alexander,1,7,1,2,1,1
opens,1,7,1,2,1,1
his,1,7,1,2,1,1
door.,1,7,1,2,1,1
She,1,7,1,1,1,1
can,1,7,1,1,1,1
see,1,7,1,1,1,1
right,1,7,1,1,1,1
behind,1,7,1,1,1,1
"him,",1,7,1,1,1,1
his,1,7,1,1,1,1
bathroom.,1,7,1,1,1,1
The,1,5,2,1,1,1
door,1,5,2,1,1,1
still,1,5,2,1,1,1
all,1,5,2,1,1,1
frosted,1,5,2,1,1,1
glass.,1,5,2,1,1,1
Now,3,5,2,1,1,1
fixed.,3,5,2,1,1,1
She,2,7,2,2,1,1
refuses,2,7,2,2,1,1
to,2,7,2,2,1,1
"enter,",2,7,2,2,1,1
hands,2,7,2,2,1,1
him,2,7,2,2,1,1
two,2,7,2,2,1,1
zip,2,7,2,2,1,1
locks.,2,7,2,2,1,1
Margaret's,1,5,2,1,1,1
nail,1,5,2,1,1,1
clippings,1,5,2,1,1,1
and,1,5,2,1,1,1
hair.,1,5,2,1,1,1
They're,1,7,1,2,2,2
good,1,7,1,2,2,2
for,1,7,1,2,2,2
DNA,1,7,1,2,2,2
tooâ€¦,1,7,1,2,2,2
You're,3,5,1,2,1,1
morbid.,3,5,1,2,1,1
He,2,7,1,2,1,1
goes,2,7,1,2,1,1
to,2,7,1,2,1,1
close,2,7,1,2,1,1
the,2,7,1,2,1,1
door,2,7,1,2,1,1
in,2,7,1,2,1,1
her,2,7,1,2,1,1
face.,2,7,1,2,1,1
Sasha,3,6,1,2,1,1
starts,3,6,1,2,1,1
stripping.,3,6,1,2,1,1
He's,1,6,1,2,1,1
"panicked,",1,6,1,2,1,1
looks,1,6,1,2,1,1
down,1,6,1,2,1,1
the,1,6,1,2,1,1
"hallway,",1,6,1,2,1,1
thankfully,1,6,1,2,1,1
empty.,1,6,1,2,1,1
He,1,5,1,2,1,1
holds,1,5,1,2,1,1
onto,1,5,1,2,1,1
the,1,5,1,2,1,1
zip,1,5,1,2,1,1
locks.,1,5,1,2,1,1
I'll,2,7,1,1,1,2
take,2,7,1,1,1,2
them,2,7,1,1,1,2
to,2,7,1,1,1,2
the,2,7,1,1,1,2
morgue,2,7,1,1,1,2
"tomorrow,",2,7,1,1,1,2
get,2,7,1,1,1,2
dressedâ€¦,2,7,1,1,1,2
But,3,5,2,2,1,1
Sasha,3,5,2,2,1,1
keeps,3,5,2,2,1,1
on.,3,5,2,2,1,1
I,2,7,2,1,1,1
found,2,7,2,1,1,1
out,2,7,2,1,1,1
why,2,7,2,1,1,1
Margaret,2,7,2,1,1,1
"died,",2,7,2,1,1,1
I,2,7,2,1,1,1
found,2,7,2,1,1,1
out,2,7,2,1,1,1
why,2,7,2,1,1,1
she,2,7,2,1,1,1
went,2,7,2,1,1,1
to,2,7,2,1,1,1
the,2,7,2,1,1,1
office.,2,7,2,1,1,1
Her,1,6,1,2,1,1
laughter,1,6,1,2,1,1
sounds,1,6,1,2,1,1
like,1,6,1,2,1,1
a,1,6,1,2,1,1
mating,1,6,1,2,1,1
hyena.,1,6,1,2,1,1
Do,1,6,2,2,1,1
I,1,6,2,2,1,1
look,1,6,2,2,1,1
like,1,6,2,2,1,1
Margaret,1,6,2,2,1,1
now.,1,6,2,2,1,1
He,1,6,1,2,1,1
slams,1,6,1,2,1,1
the,1,6,1,2,1,1
door,1,6,1,2,1,1
shut.,1,6,1,2,1,1
"Shaking,",2,5,2,2,1,1
Sasha,2,5,2,2,1,1
slips,2,5,2,2,1,1
the,2,5,2,2,1,1
printed,2,5,2,2,1,1
email,2,5,2,2,1,1
underneath,2,5,2,2,1,1
the,2,5,2,2,1,1
door.,2,5,2,2,1,1
On,3,5,2,2,1,1
it,3,5,2,2,1,1
she's,3,5,2,2,1,1
written,3,5,2,2,1,1
You,3,5,1,1,1,1
killed,3,5,1,1,1,1
her.,3,5,1,1,1,1
Clara,1,7,1,2,1,1
sits,1,7,1,2,1,1
next,1,7,1,2,1,1
to,1,7,1,2,1,1
"Steven,",1,7,1,2,1,1
on,1,7,1,2,1,1
his,1,7,1,2,1,1
couch.,1,7,1,2,1,1
She,2,7,1,2,1,1
eats,2,7,1,2,1,1
his,2,7,1,2,1,1
homemade,2,7,1,2,1,1
"chili,",2,7,1,2,1,1
always,2,7,1,2,1,1
better,2,7,1,2,1,1
than,2,7,1,2,1,1
"hers,",2,7,1,2,1,1
always,2,7,1,2,1,1
soothing.,2,7,1,2,1,1
Served,1,7,2,1,1,1
in,1,7,2,1,1,1
rustic,1,7,2,1,1,1
pottery;,1,7,2,1,1,1
not,1,7,2,1,1,1
plastic.,1,7,2,1,1,1
Could,1,7,2,1,1,1
Gary,1,7,2,1,1,1
be,1,7,2,1,1,1
running,1,7,2,1,1,1
away,1,7,2,1,1,1
from,1,7,2,1,1,1
his,1,7,2,1,1,1
debts.,1,7,2,1,1,1
Why,1,7,2,1,1,1
would,1,7,2,1,1,1
he,1,7,2,1,1,1
even,1,7,2,1,1,1
be,1,7,2,1,1,1
near,1,7,2,1,1,1
the,1,7,2,1,1,1
Towers.,1,7,2,1,1,1
Clara,2,7,1,2,1,1
feels,2,7,1,2,1,1
defensive,2,7,1,2,1,1
Gary,2,7,1,2,1,1
was,2,7,1,2,1,1
creating,2,7,1,2,1,1
site,2,7,1,2,1,1
specific,2,7,1,2,1,1
art.,2,7,1,2,1,1
He'd,3,5,2,1,1,1
never,3,5,2,1,1,1
just,3,5,2,1,1,1
disappear.,3,5,2,1,1,1
She,2,7,2,2,1,1
tries,2,7,2,2,1,1
to,2,7,2,2,1,1
concentrate,2,7,2,2,1,1
on,2,7,2,2,1,1
the,2,7,2,2,1,1
reason,2,7,2,2,1,1
she's,2,7,2,2,1,1
here,2,7,2,2,1,1
I,2,7,2,2,1,1
need,2,7,2,2,1,1
to,2,7,2,2,1,1
help,2,7,2,2,1,1
his,2,7,2,2,1,1
parents.,2,7,2,2,1,1
If,2,7,2,2,1,1
someone,2,7,2,2,1,1
writes,2,7,2,2,1,1
an,2,7,2,2,1,1
article,2,7,2,2,1,1
about,2,7,2,2,1,1
himâ€¦,2,7,2,2,1,1
Steven,2,7,2,2,1,1
rummages,2,7,2,2,1,1
through,2,7,2,2,1,1
paperwork.,2,7,2,2,1,1
There's,1,7,2,2,1,1
only,1,7,2,2,1,1
one,1,7,2,2,1,1
journalist,1,7,2,2,1,1
I,1,7,2,2,1,1
know.,1,7,2,2,1,1
He,1,6,2,2,1,1
hands,1,6,2,2,1,1
her,1,6,2,2,1,1
a,1,6,2,2,1,1
card,1,6,2,2,1,1
Alexander,1,6,2,2,1,1
Sukurov.,1,6,2,2,1,1
An,1,5,2,1,1,1
old,1,5,2,1,1,1
friend,1,5,2,1,1,1
of,1,5,2,1,1,1
Margaret's.,1,5,2,1,1,1
Clara,3,5,1,2,1,1
nods,3,5,1,2,1,1
thankful.,3,5,1,2,1,1
Maybe,2,7,2,2,1,1
it's,2,7,2,2,1,1
not,2,7,2,2,1,1
the,2,7,2,2,1,1
best,2,7,2,2,1,1
thing,2,7,2,2,1,1
to,2,7,2,2,1,1
see,2,7,2,2,1,1
Sasha,2,7,2,2,1,1
"today,",2,7,2,2,1,1
says,2,7,2,2,1,1
Steven.,2,7,2,2,1,1
She's,1,7,1,2,1,1
having,1,7,1,2,1,1
a,1,7,1,2,1,1
very,1,7,1,2,1,1
hard,1,7,1,2,1,1
time.,1,7,1,2,1,1
Clara,3,5,2,2,1,1
pauses.,3,5,2,2,1,1
When,2,7,2,1,1,1
I,2,7,2,1,1,1
sent,2,7,2,1,1,1
her,2,7,2,1,1,1
her,2,7,2,1,1,1
birthday,2,7,2,1,1,1
card,2,7,2,1,1,1
I,2,7,2,1,1,1
was,2,7,2,1,1,1
so,2,7,2,1,1,1
"stuck,",2,7,2,1,1,1
so,2,7,2,1,1,1
trapped.,2,7,2,1,1,1
And,3,5,2,1,1,1
now.,3,5,2,1,1,1
Steven,3,6,1,2,1,1
stares,3,6,1,2,1,1
at,3,6,1,2,1,1
her.,3,6,1,2,1,1
Clara,2,7,2,2,1,1
looks,2,7,2,2,1,1
up,2,7,2,2,1,1
at,2,7,2,2,1,1
the,2,7,2,2,1,1
man,2,7,2,2,1,1
she,2,7,2,2,1,1
once,2,7,2,2,1,1
loved.,2,7,2,2,1,1
Now,3,5,2,2,1,1
I,3,5,2,2,1,1
feel,3,5,2,2,1,1
guilty.,3,5,2,2,1,1
And,3,5,2,1,1,1
scared.,3,5,2,1,1,1
Clara,2,7,1,2,1,1
sits,2,7,1,2,1,1
across,2,7,1,2,1,1
from,2,7,1,2,1,1
Alexander,2,7,1,2,1,1
at,2,7,1,2,1,1
his,2,7,1,2,1,1
make,2,7,1,2,1,1
shift,2,7,1,2,1,1
office,2,7,1,2,1,1
at,2,7,1,2,1,1
ground,2,7,1,2,1,1
zero.,2,7,1,2,1,1
She,2,7,2,2,1,1
likes,2,7,2,2,1,1
him,2,7,2,2,1,1
the,2,7,2,2,1,1
way,2,7,2,2,1,1
he,2,7,2,2,1,1
asks,2,7,2,2,1,1
"questions,",2,7,2,2,1,1
how,2,7,2,2,1,1
he,2,7,2,2,1,1
leans,2,7,2,2,1,1
in,2,7,2,2,1,1
to,2,7,2,2,1,1
listen,2,7,2,2,1,1
to,2,7,2,2,1,1
details.,2,7,2,2,1,1
He,2,7,2,2,1,1
promises,2,7,2,2,1,1
to,2,7,2,2,1,1
do,2,7,2,2,1,1
his,2,7,2,2,1,1
best,2,7,2,2,1,1
to,2,7,2,2,1,1
get,2,7,2,2,1,1
an,2,7,2,2,1,1
article,2,7,2,2,1,1
out,2,7,2,2,1,1
Has,2,7,2,2,1,1
anyone,2,7,2,2,1,1
seen,2,7,2,2,1,1
Gary,2,7,2,2,1,1
Loisin.,2,7,2,2,1,1
The,1,6,1,2,1,1
room,1,6,1,2,1,1
of,1,6,1,2,1,1
volunteers,1,6,1,2,1,1
"hums,",1,6,1,2,1,1
content.,1,6,1,2,1,1
Work,3,6,2,2,1,1
keeps,3,6,2,2,1,1
everyone,3,6,2,2,1,1
sane.,3,6,2,2,1,1
When,2,7,2,2,1,1
this,2,7,2,2,1,1
time,2,7,2,2,1,1
"passes,",2,7,2,2,1,1
says,2,7,2,2,1,1
"Alexander,",2,7,2,2,1,1
you,2,7,2,2,1,1
can,2,7,2,2,1,1
come,2,7,2,2,1,1
work,2,7,2,2,1,1
with,2,7,2,2,1,1
me.,2,7,2,2,1,1
In,2,7,2,2,1,1
case,2,7,2,2,1,1
you,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
stay,2,7,2,2,1,1
close,2,7,2,2,1,1
until,2,7,2,2,1,1
he's,2,7,2,2,1,1
foundâ€¦,2,7,2,2,1,1
Stay,1,7,2,2,1,1
close,1,7,2,2,1,1
to,1,7,2,2,1,1
where,1,7,2,2,1,1
he,1,7,2,2,1,1
isâ€¦,1,7,2,2,1,1
She's,1,7,1,2,1,1
thankful,1,7,1,2,1,1
for,1,7,1,2,1,1
this,1,7,1,2,1,1
unexpected,1,7,1,2,1,1
compassion.,1,7,1,2,1,1
